VTO_name	VTO_id
Caerorhachis	VTO_9016585
Dendrerpetontidae	VTO_9016586
Dendrerpeton	VTO_9016587
Gigantamynodon	VTO_9016580
Lushiamynodon	VTO_9016581
Slaugenhopia	VTO_9016582
Trimerorhachis	VTO_9016583
Erpetocephalus	VTO_9016588
Eugyrinus	VTO_9016589
Placidochromis fuscus	VTO_0073108
Placidochromis minutus	VTO_0073109
Placidochromis hennydaviesae	VTO_0073100
Placidochromis orthognathus	VTO_0073101
Placidochromis mbunoides	VTO_0073102
Placidochromis chilolae	VTO_0073103
Placidochromis koningsi	VTO_0073104
Placidochromis elongatus	VTO_0073105
Placidochromis argyrogaster	VTO_0073106
Pseudophilautus temporalis	VTO_0083375
Gekkonomorpha	VTO_9013039
Raeticodactylus	VTO_9013038
Poromitra macorphthalma	VTO_0079768
Poromitra gibbsi	VTO_0079769
Poromitra nigrofulva	VTO_0079766
Poromitra atlantics	VTO_0079767
Poromitra glochidiata	VTO_0079764
Poromitra curilensis	VTO_0079765
Poromitra cristiceps	VTO_0079762
Poromitra kukuevi	VTO_0079763
Poromitra agofonovae	VTO_0079760
Poromitra indooceanica	VTO_0079761
Barameda	VTO_9022956
Allobates mcdiarmidi	VTO_0082706
Rafetus (Axestemys) exquisitus	VTO_9022953
Solegnathus guentheri	VTO_0053839
Progyrolepis	VTO_9022959
Palaeospheniscus rothi	VTO_9024372
Palaeospheniscus intermedius	VTO_9024373
Palaeospheniscus patagonicus	VTO_9024370
Palaeospheniscus planus	VTO_9024371
Fissuravis	VTO_9024376
Fissuravis weigelti	VTO_9024377
Palaeospheniscus affinis	VTO_9024374
Gastornithidae	VTO_9024375
Desmanodon crocheti	VTO_9024378
Messelornithidae	VTO_9024379
Myotis antiquus	VTO_9019259
Pseudotetrasauropus andusiensis	VTO_9019258
Atacamatitan chilensis	VTO_9019251
Atacamatitan	VTO_9019250
Sauropodopus antiquus	VTO_9019253
Sauropodopus	VTO_9019252
Yingshanosaurus	VTO_9019255
Gerobatrachus	VTO_9019254
Gerobatrachus hottoni	VTO_9019257
Pseudotetrasauropus corbesiensis	VTO_9019256
Bunomeryx montanus	VTO_9007009
Bunophorus etsagicus	VTO_9007008
Bunophorus sinclairi	VTO_9007007
Bunophorus robustus	VTO_9007006
Lithobates	VTO_9007005
Mesonyx lanius	VTO_9007004
Trionyx miensis	VTO_9007003
Parabrontopodus mcintoshi	VTO_9007002
Adocus syntheticus	VTO_9007001
Adocidae	VTO_9007000
Hemiodus goeldii	VTO_0064948
Hemiodus amazonum	VTO_0064949
Eofelis	VTO_9018784
Hemiodus ternetzi	VTO_0064945
Epimachairodus	VTO_9018786
Prosigmodon chihuahuensis	VTO_9018787
Diplodus gibbosus	VTO_9018780
Dinofelis	VTO_9018781
Hemiodus sterni	VTO_0064942
Hemiodus vorderwinkleri	VTO_0064943
Blachea longicaudalis	VTO_0067413
Blachea xenobranchialis	VTO_0067412
Blachea	VTO_0067411
Silvesterina	VTO_0067410
Congriscus	VTO_0067416
Congrosoma evermanni	VTO_0067415
Congrosoma	VTO_0067414
Congriscus marquesaensis	VTO_0067418
Palaeastur atavus	VTO_9027436
Birgeria liui	VTO_9018128
Apsidognathus	VTO_9025331
Kannemeyeriini	VTO_9025330
Donodon prescriptoris	VTO_9018120
Brandoniidae	VTO_9018121
Donodontidae	VTO_9018122
Proa	VTO_9018123
Donodon	VTO_9018124
Anconastes vesperus	VTO_9018125
Anconastes	VTO_9018126
Corvina	VTO_9018127
Smerdis minutus	VTO_9025332
Remiornis	VTO_9025335
Pseudosynanceia melanostigma	VTO_0072598
Apatella	VTO_9025337
Dampierosa	VTO_0072599
Kupferzellia	VTO_9028506
Synodontis ruandae	VTO_0061816
Synodontis acanthoperca	VTO_0061819
Myliobatis freminvillii	VTO_0080708
Palauchenia mexicana	VTO_9002344
Synanceia platyrhyncha	VTO_0072595
Lithornis plebius	VTO_9003555
Harpactognathus gentryii	VTO_9004729
Paramonacanthus curtorhynchos	VTO_0069911
Scaphognathinae	VTO_9004727
Caseopsis agilis	VTO_9004726
Angelosaurus dolani	VTO_9004725
Prismatoolithidae	VTO_9004724
Prismatoolithus	VTO_9004723
Paramonacanthus otisensis	VTO_0069912
Spheruprismatoolithus	VTO_9004721
Spheruprismatoolithus condensus	VTO_9004720
Pseudomonacanthus elongatus	VTO_0069913
Pseudomonacanthus macrurus	VTO_0069914
Paracathartes howardae	VTO_9003550
Clarias maclareni	VTO_0059672
Clarias kapuasensis	VTO_0059673
Clarias sp. (Fink and Fink 1981)	VTO_0059670
Clarias nebulosus	VTO_0059671
Clarias brachysoma	VTO_0059676
Clarias sp. (Britz and Hoffman 2006)	VTO_0059674
Clarias nigricans	VTO_0059675
Clarias dhonti	VTO_0059678
Pervagor randalli	VTO_0069917
Hyphessobrycon ocasoensis	VTO_0065226
Hyphessobrycon igneus	VTO_0065227
Hyphessobrycon griemi	VTO_0065224
Hyphessobrycon fernandezi	VTO_0065225
Hyphessobrycon boulengeri	VTO_0065222
Hyphessobrycon heliacus	VTO_0065223
Hyphessobrycon epicharis	VTO_0065220
Hyphessobrycon latus	VTO_0065221
Hyphessobrycon stramineus	VTO_0065228
Hyphessobrycon luetkenii	VTO_0065229
Tramitichromis trilineatus	VTO_0073725
Pholidophorus gaudryi	VTO_9007829
Paressonodon nelsoni	VTO_9007828
Pachycormus elongatus	VTO_9007821
Caturus stenospondylus	VTO_9007820
Ptycholepis barrati	VTO_9007823
Caturus stenoura	VTO_9007822
Lama pacos	VTO_9007825
Camelini	VTO_9007824
Palasiomys	VTO_9007827
Caturus retrodorsalis	VTO_9007826
Apistogramma acrensis	VTO_0073425
Thinocyon	VTO_9005098
Oxyaenidae	VTO_9005099
Ambloctonus	VTO_9005096
Apataelurus	VTO_9005097
Prolimnocyon	VTO_9005094
Platypterygius	VTO_9014008
Dipsalodon	VTO_9005092
Oxyaenodon	VTO_9005093
Galethylax	VTO_9005090
Dipsalidictis	VTO_9005091
Apistogramma elizabethae	VTO_0073429
Creagrutus pearsoni	VTO_0065482
Creagrutus sp. (Fink and Fink 1981)	VTO_0065483
Creagrutus bolivari	VTO_0065480
Apistogramma linkei	VTO_0073428
Creagrutus affinis	VTO_0065486
Creagrutus gracilis	VTO_0065487
Creagrutus caucanus	VTO_0065484
Creagrutus gephyrus	VTO_0065485
Creagrutus gyrospilus	VTO_0065488
Creagrutus ephippiatus	VTO_0065489
Cyprinus longzhouensis	VTO_0064575
Cyprinus longipectoralis	VTO_0064574
Cyprinus exophthalmus	VTO_0064577
Cyprinus buggenhagii	VTO_0064576
Cyprinus daliensis	VTO_0064571
Paleomoropus jepseni	VTO_9002373
Cyprinus niloticus	VTO_0064573
Cyprinus barbatus	VTO_0064572
Cyprinus yunnanensis	VTO_0064578
Palustrimus lewisi	VTO_9002378
Eocoelopoma	VTO_9002379
Halichoeres iridis	VTO_0049361
Halichoeres pelicieri	VTO_0049360
Halichoeres claudia	VTO_0049363
Halichoeres trispilus	VTO_0049369
Iodotropheus declivitas	VTO_0073726
Dermogenys vogti	VTO_0070844
Ancistrus caucanus	VTO_0059947
Pteranodontidae	VTO_9028848
Gigandipodidae	VTO_9028849
Erolia	VTO_9028844
Otozoum moodii	VTO_9028845
Pseudocyon sansaniensis	VTO_9028846
Ornithocheiridae	VTO_9028847
Anomoepus curvatus	VTO_9028840
Germanodactylus cristatus	VTO_9028841
Catoptrophorus	VTO_9028842
Catoptrophorus semipalmatus	VTO_9028843
Macropomoides	VTO_9008363
Miguashaia	VTO_9008361
Megapomus	VTO_9008360
Scleracanthus	VTO_9008367
Sassenia	VTO_9008366
Rhizodus	VTO_9008365
Cynotherium sardous	VTO_9008364
Neoceratodontidae	VTO_9008369
Sinocoelacanthus	VTO_9008368
Xenodelphis doelloi	VTO_9002952
Adiastemus	VTO_9002953
Indoredunca	VTO_9002950
Aetiocetus polydentatus	VTO_9002951
Uranokyrtus bombifrons	VTO_9002956
Hydaspicobus	VTO_9002957
Hypsodontus	VTO_9002954
Minusculodelphis minimus	VTO_9002955
Uranokyrtus	VTO_9002958
Helicotragus	VTO_9002959
Chascanopsetta megagnatha	VTO_0069330
Schistura bolavenensis	VTO_0062628
Ichthyococcus elongatus	VTO_0067884
Ichthyococcus parini	VTO_0067885
Ichthyococcus australis	VTO_0067886
Aluvarus	VTO_9029088
Woodsia nonsuchae	VTO_0067880
Protautoga	VTO_9003020
Pleuracanthus decheni	VTO_9003023
Ichthyococcus polli	VTO_0067883
Chascanopsetta danae	VTO_0069331
Polymetme elongata	VTO_0067888
Polymetme illustris	VTO_0067889
Notoparamys arctios	VTO_9012446
Enneapterygius ventermaculatus	VTO_0076190
Enneapterygius leucopunctatus	VTO_0076191
Enneapterygius senoui	VTO_0076192
Enneapterygius shaoi	VTO_0076193
Enneapterygius erythrosomus	VTO_0076194
Enneapterygius triserialis	VTO_0076195
Enneapterygius kosiensis	VTO_0076196
Enneapterygius genamaculatus	VTO_0076197
Enneapterygius nanus	VTO_0076198
Enneapterygius niger	VTO_0076199
Coccocephalus	VTO_9023609
Batrachiderpetontinae	VTO_9023608
Paramophrynella ginesi	VTO_0082339
Paramophrynella boconoensis	VTO_0082338
Paramophrynella	VTO_0082337
Atopophrynus syntomopus	VTO_0082336
Atopophrynus	VTO_0082335
Niceforonia columbiana	VTO_0082333
Niceforonia adenobrachia	VTO_0082332
Niceforonia	VTO_0082331
Dischiodactylus duidensis	VTO_0082330
Cycloramphus asper	VTO_0081688
Cycloramphus valae	VTO_0081689
Cycloramphus granulosus	VTO_0081686
Cycloramphus duseni	VTO_0081687
Cycloramphus migueli	VTO_0081684
Cycloramphus bolitoglossus	VTO_0081685
Cycloramphus catarinensis	VTO_0081682
Cycloramphus rhyakonastes	VTO_0081683
Cycloramphus stejnegeri	VTO_0081680
Cycloramphus dubius	VTO_0081681
Kuehneotheriidae	VTO_9023602
Promecosomina	VTO_9023601
Keraterpetontinae	VTO_9023607
Achirus achirus	VTO_0069668
Achirus novoae	VTO_0069669
Symmetrodonta	VTO_9023605
Hypohippus equinus	VTO_9012442
Synaptura nigra	VTO_0069662
Citharoides orbitalis	VTO_0069663
Synaptura commersonnii	VTO_0069660
Brachypleura novaezeelandiae	VTO_0069666
Achirus mucuri	VTO_0069667
Eucitharus	VTO_0069664
Brachypleura	VTO_0069665
Homaloptera sp. (Fink and Fink 1981)	VTO_0062368
Homaloptera ocellata	VTO_0062369
Homaloptera bateki	VTO_0062366
Homaloptera modesta	VTO_0062367
Homaloptera pillaii	VTO_0062364
Homaloptera ogilviei	VTO_0062365
Homaloptera manipurensis	VTO_0062362
Homaloptera nebulosa	VTO_0062363
Homaloptera indochinensis	VTO_0062360
Homaloptera confuzona	VTO_0062361
Eodelphis cutleri	VTO_9033088
Miltaspis	VTO_9033089
Eoeumys vetus	VTO_9033084
Gigantaspis	VTO_9033085
Climatius grandis	VTO_9033086
Pteraspididae	VTO_9033087
Eohaplomys serus	VTO_9033082
Liaoningosaurus paradoxus	VTO_9025595
Medistylus	VTO_9023788
Talpa episcopalis	VTO_9023789
Microraptor gui	VTO_9025594
Lamiasaurus ferox	VTO_9023782
Lamiasaurus	VTO_9023783
Cerberophis robustus	VTO_9023780
Cerberophis	VTO_9023781
Sorex margaritodon	VTO_9023786
Tylocephale gilmorei	VTO_9025597
Pariguana lancensis	VTO_9023784
Farinichthys	VTO_9023785
Heterosoricidae	VTO_9020259
Nothocyon	VTO_9020258
Isisaurus colberti	VTO_9025596
Mojoceratops perifania	VTO_9020251
Palaeotherium duvali	VTO_9020253
Anchilophus gaudini	VTO_9020252
Lophiotherium cervulum	VTO_9020255
Nanocuridae	VTO_9020257
Brachyallodesmus	VTO_9020256
Titanosaurus blanfordi	VTO_9025593
Megaloolithus siruguei	VTO_9028069
Spheniscus muizoni	VTO_9028066
Megaloolithus aureliensis	VTO_9028067
Napodonictis	VTO_9028064
Hegetotheriinae	VTO_9028062
Thryptacodon barae	VTO_9028063
Epichirostenotes curriei	VTO_9028060
Madrynornis	VTO_9028061
Therapsipus cumminsi	VTO_9021788
Heylerosaurinae	VTO_9021789
Moenkopia	VTO_9021784
Therapsipus	VTO_9021785
Paracyclotosauridae	VTO_9021786
Hadrokkosaurus bradyi	VTO_9021787
Lanthanolania ivakhnenkoi	VTO_9021780
Zuniceratops christopheri	VTO_9021781
Lanthanolania	VTO_9021782
Moenkopia wellesi	VTO_9021783
Zappa confluentus	VTO_0077649
Zappa	VTO_0077648
Ilypnus luculentus	VTO_0077647
Pseudorhinogobius aporus	VTO_0077646
Pseudorhinogobius	VTO_0077645
Glossogobius robertsi	VTO_0077644
Glossogobius coatesi	VTO_0077643
Glossogobius matanensis	VTO_0077642
Glossogobius koragensis	VTO_0077641
Glossogobius bulmeri	VTO_0077640
Hyopsodus uintensis	VTO_9012959
Cricetodontini	VTO_9033625
Byzantinia ozansoyi	VTO_9033627
Xenocretosuchus kolossovi	VTO_9007479
Antennablennius sexfasciatus	VTO_0075641
Antennablennius hypenetes	VTO_0075640
Antennablennius australis	VTO_0075643
Antennablennius ceylonensis	VTO_0075642
Antennablennius velifer	VTO_0075645
Antennablennius simonyi	VTO_0075644
Ophioblennius trinitatis	VTO_0075647
Antennablennius adenensis	VTO_0075646
Xiphasia matsubarai	VTO_0075649
Ophioblennius clippertonensis	VTO_0075648
Lepadichthys erythraeus	VTO_0070167
Eumys	VTO_9022640
Lepadichthys caritus	VTO_0070165
Lepadichthys minor	VTO_0070164
Lepadichthys lineatus	VTO_0070163
Lepadichthys coccinotaenia	VTO_0070162
Lepadichthys ctenion	VTO_0070161
Euraxemys	VTO_9022641
Derilissus kremnobates	VTO_0070169
Derilissus	VTO_0070168
Fossorcastor	VTO_9021128
Eucastor	VTO_9021129
Buettneria maleriensis	VTO_9021120
Globicephalus karsteni	VTO_9021121
Nesodon conspurcatus	VTO_9021122
Duriavenator hesperis	VTO_9021123
Monosaulax	VTO_9021124
Hystricops	VTO_9021125
Microdipoides	VTO_9021126
Euroxenomys	VTO_9021127
Denaea meccaensis	VTO_9029339
Stethacanthulus longipeniculus	VTO_9029338
Agaleidae	VTO_9029335
Homoeosaurus maximiliani	VTO_9029334
Platychelys courrenti	VTO_9029337
Agaleus dorsetensis	VTO_9029336
Metriacanthosaurus parkeri	VTO_9029331
Mycteriacetus bellunensis	VTO_9029330
Tholemys	VTO_9029333
Ziphiodelphis abeli	VTO_9029332
Eoeumys	VTO_9022648
Komensaurus carrolli	VTO_9031601
Ecnomiohyla rabborum	VTO_0006871
Ornithomimidorum	VTO_9019481
Paradiancistrus	VTO_0068764
Pseudochromis springeri	VTO_0074604
Pseudochromis aurulentus	VTO_0074602
Triplophysa wuweiensis	VTO_0062422
Callionymus kotthausi	VTO_0079241
Callionymus variegatus	VTO_0079240
Simpsonichthys izecksohni	VTO_0070990
Simpsonichthys multiradiatus	VTO_0070991
Callionymus bleekeri	VTO_0079245
Eoconodon gaudrianus	VTO_9033108
Callionymus brevianalis	VTO_0079247
Simpsonichthys longignatus	VTO_0070995
Eoconodon copanus	VTO_9033106
Nyctixalus	VTO_0003931
Philautus refugii	VTO_0003863
Buergeria	VTO_0003936
Barberenia araujoae	VTO_9000968
Scinax pusillus	VTO_0081893
Scinax insperatus	VTO_0081892
Scinax blairi	VTO_0081891
Scinax muriciensis	VTO_0081890
Scinax ariadne	VTO_0081897
Scinax hiemalis	VTO_0081896
Scinax curicica	VTO_0081894
Scinax iquitorum	VTO_0081899
Scinax centralis	VTO_0081898
Leptomeryx yoderi	VTO_9015553
Mastodon spenceri	VTO_9015550
Palaeoniscus catopterus	VTO_9015551
Leptomeryx obliquidens	VTO_9015556
Puffinus tedfordi	VTO_9015557
Leptomeryx speciosus	VTO_9015555
Borhyaena tuberata	VTO_9019710
Leptomeryx mammifer	VTO_9015558
Borhyaena macrodonta	VTO_9019711
Heterostrigidae	VTO_9024389
Heterostrix tatsinensis	VTO_9024388
Gradiornis	VTO_9024387
Eostrix tsaganica	VTO_9024386
Holacanthus clarionensis	VTO_0077331
Miolabis longiceps	VTO_9017954
Miolabis fissidens	VTO_9017956
Pseudogobius poicilosoma	VTO_0078314
Pseudogobius avicennia	VTO_0078315
Pseudogobius javanicus	VTO_0078316
Acentrogobius suluensis	VTO_0078310
Acentrogobius ennorensis	VTO_0078311
Acentrogobius therezieni	VTO_0078312
Quietula guaymasiae	VTO_0078313
Oxyurichthys guibei	VTO_0078318
Oxyurichthys formosanus	VTO_0078319
Bolitoglossa hermosa	VTO_0001728
Bolitoglossa adspersa	VTO_0001721
Bolitoglossa cerroensis	VTO_0001720
Bolitoglossa flaviventris	VTO_0001723
Bolitoglossa dofleini	VTO_0001727
Bolitoglossa macrinii	VTO_0001726
Parasqualidus	VTO_0064584
Synagrops trispinosus	VTO_0079049
Synagrops argyreus	VTO_0079048
Synagrops microlepis	VTO_0079043
Acropoma argentistigma	VTO_0079042
Acropoma lecorneti	VTO_0079041
Acropoma boholensis	VTO_0079040
Synagrops malayanus	VTO_0079047
Synagrops adeni	VTO_0079046
Synagrops serratospinosus	VTO_0079045
Synagrops spinosus	VTO_0079044
Tetragonurus atlanticus	VTO_0046608
Cuyosuchus	VTO_9006254
Cyphocharax spilurus	VTO_0065978
Cyphocharax pantostictos	VTO_0065979
Xilousuchus	VTO_9006251
Orycteropus pottieri	VTO_9006250
Fugusuchus	VTO_9006253
Orycteropus browni	VTO_9006252
Potamorhina laticeps	VTO_0065972
Potamorhina pristigaster	VTO_0065973
Pseudocurimata troschelii	VTO_0065970
Potamorhina squamoralevis	VTO_0065971
Cyphocharax gouldingi	VTO_0065976
Cyphocharax festivus	VTO_0065977
Cyphocharax aspilos	VTO_0065974
Cyphocharax plumbeus	VTO_0065975
Mustelus albipinnis	VTO_0000459
Benthochromis horii	VTO_0048942
Parapaltodus	VTO_9015695
Ekemblemaria	VTO_0042978
Longipteryx chaoyangensis	VTO_9004091
Eumuroida	VTO_9004090
Agriotherium africanum	VTO_9004093
Paraprotopteryx	VTO_9004092
Mellivora punjabiensis	VTO_9004095
Longipteryx	VTO_9004094
Viverra leakeyi	VTO_9004097
Brachychirotherium	VTO_9004096
Penelopognathus	VTO_9004099
Pseudotetrasauropus grandcombensis	VTO_9004098
Emblemariopsis bahamensis	VTO_0042970
Lamiostomatinae	VTO_9014163
Leptaucheniini	VTO_9009348
Sespiini	VTO_9009349
Afrovenatorinae	VTO_9014565
Protemnodon anak	VTO_9009342
Semigenetta cadeoti	VTO_9009343
Dinictis felina	VTO_9009340
Paralutra lorteti	VTO_9009341
Leptaucheniinae	VTO_9009346
Dinictis cyclops	VTO_9009344
Loxodonta (Palaeoloxodon) tokunagai	VTO_9009345
Rooneyia viejaensis	VTO_9014567
Nordenosaurus	VTO_9011798
Nordenosaurus magnus	VTO_9011799
Nebraskophis skinneri	VTO_9011794
Dendropsophus juliani	VTO_0006720
Bufo kuhrei	VTO_9011796
Geochelone nordensis	VTO_9011797
Axelrodichthys araripensis	VTO_9011790
Labyrinthodon braunii	VTO_9011791
Trionyx quinni	VTO_9011792
Piatnitzkysauridae	VTO_9014568
Saghatheriinae	VTO_9012849
Yaoxianognathus	VTO_9012845
Bryconella	VTO_0038154
Blommersia	VTO_0004218
Prionochelys	VTO_9012841
Acadiella	VTO_9012840
Poabromylus kayi	VTO_9017649
Barbatula compressirostris	VTO_0062832
Barbatula dgebuadzei	VTO_0062833
Barbatula germencica	VTO_0062830
Barbatula mediterraneus	VTO_0062831
Barbatula potaninorum	VTO_0062836
Barbatula cinica	VTO_0062837
Barbatula erdali	VTO_0062834
Barbatula quignardi	VTO_0062835
Barbatula sawadai	VTO_0062838
Saniwa major	VTO_9029718
Kentriodon	VTO_9015089
Coris ballieui	VTO_0074864
Coris marquesensis	VTO_0074865
Coris sandeyeri	VTO_0074862
Coris debueni	VTO_0074868
Coris venusta	VTO_0074869
Macrorhizodus	VTO_9014165
Hoplocetus	VTO_9015087
Prokennalestes trofimovi	VTO_9001768
Thalassochelys testei	VTO_9001769
Parasteiromys	VTO_9001764
Aquiladelphis	VTO_9001765
Protacaremys	VTO_9001766
Spinarerpeton brevicephalum	VTO_9001767
Asioryctidae	VTO_9001760
Hypsosteiromys	VTO_9001761
Alymlestes kielanae	VTO_9001762
Neosteiromys	VTO_9001763
Protemys	VTO_9012844
Prodidelphys pavita	VTO_9003726
Prodidelphys obtusa	VTO_9003727
Sciaena bathytatos	VTO_9003724
Priscagaminae	VTO_9003725
Pseudoceras	VTO_9003722
Hadrorhynchus tortor	VTO_9003723
Flaviagamini	VTO_9003720
Hadrorhynchus	VTO_9003721
Litoria spartacus	VTO_0006390
Glyptops pervicax	VTO_9003728
Symmetrodontomys simplicidens	VTO_9003729
Pleurodontagama aenigmatodes	VTO_9018441
Eosolea aquitanica	VTO_9018440
Eosolea	VTO_9018447
Archaeornithomimus bissektensis	VTO_9012846
Theriosuchus grandinaris	VTO_9018444
Umbrina broussonnetii	VTO_0074116
Squatina decipiens	VTO_9029238
Squatina cranei	VTO_9029239
Stylemys calaverensis	VTO_9029234
Doratodon ibericus	VTO_9029235
Stylemys conspecta	VTO_9029236
Ziphosuchia	VTO_9029237
Cottopsis	VTO_9029230
Tichvinskia jugensis	VTO_9029231
Ctenodentex	VTO_9029232
Cristigerina	VTO_9029233
Dasyatis charlisae	VTO_9002233
Spinophorosaurus nigerensis	VTO_9002232
Pristis pickeringi	VTO_9002231
Dendrodus strigatus	VTO_9002230
Nolfia riachuelensis	VTO_9002237
Galeorhinus huberensis	VTO_9002236
Nolfia	VTO_9002235
Pristinae	VTO_9002234
Cymatosaurus latifrons	VTO_9002239
Dasyatis borodini	VTO_9002238
Tyrannotitan chubutensis	VTO_9003182
Libralces	VTO_9003183
Hyperolius tanneri	VTO_0004728
Hyperolius spinigularis	VTO_0004729
Metacervulus	VTO_9003186
Mapusaurus	VTO_9003187
Nothobranchius robustus	VTO_0071548
Nothobranchius ruudwildekampi	VTO_0071549
Nothobranchius steinforti	VTO_0071546
Hyperolius alticola	VTO_0004723
Nothobranchius lourensi	VTO_0071544
Nothobranchius fasciatus	VTO_0071545
Hyperolius minutissimus	VTO_0004727
Nothobranchius kiyawensis	VTO_0071540
Nothobranchius microlepis	VTO_0071541
Barbus arabicus	VTO_0063714
Barbus jacksoni	VTO_0063715
Doras fimbriatus	VTO_0060737
Barbus syntrechalepis	VTO_0063717
Barbus pseudotoppini	VTO_0063711
Barbus viktorianus	VTO_0063712
Barbus unitaeniatus	VTO_0063713
Barbus humphri	VTO_0063718
Barbus thamalakanensis	VTO_0063719
Doras phlyzakion	VTO_0060736
Rhinogobius genanematus	VTO_0077956
Ophthalmolycus andersoni	VTO_0076019
Ophthalmolycus conorhynchus	VTO_0076018
Derepodichthys alepidotus	VTO_0076015
Derepodichthys	VTO_0076014
Leucogrammolycus brychios	VTO_0076017
Leucogrammolycus	VTO_0076016
Davidijordania jordaniana	VTO_0076011
Davidijordania brachyrhyncha	VTO_0076010
Hadropareia semisquamata	VTO_0076013
Davidijordania yabei	VTO_0076012
Eptatretus nanii	VTO_9046438
Kalophrynus heterochirus	VTO_0005229
Ptychadena wadei	VTO_0082690
Ptychadena mossambica	VTO_0082691
Triplophysa kungessana	VTO_0062449
Ptychadena guibei	VTO_0082693
Ptychadena mapacha	VTO_0082694
Ptychadena tellinii	VTO_0082695
Ptychadena submascareniensis	VTO_0082696
Ptychadena perreti	VTO_0082697
Ptychadena ansorgii	VTO_0082698
Ptychadena erlangeri	VTO_0082699
Triplophysa turpanensis	VTO_0062441
Triplophysa farwelli	VTO_0062440
Triplophysa shehensis	VTO_0062447
Triplophysa intermedia	VTO_0062446
Triplophysa brevicauda	VTO_0062445
Triplophysa microps	VTO_0062444
Sciurus prevostii rafflesii	VTO_9030238
Mesiteia daimeriesi	VTO_9030239
Funambulus insignis	VTO_9030232
Prosantichthys	VTO_9030233
Merycochoerus proprius	VTO_9030230
Nementchatherium	VTO_9030231
Sciurus prevostii	VTO_9030236
Sciurus prevostii harrisoni	VTO_9030237
Mus alexandrinus	VTO_9030234
Sciurus vittatus	VTO_9030235
Doras zuanoni	VTO_0060739
Caranx lugubris	VTO_0043294
Umbrina dorsalis	VTO_0074114
Megalobrama mantschuricus	VTO_0064415
Cocomys	VTO_9023427
Cichlasoma portalegrense	VTO_0073790
Cichlasoma stenozonum	VTO_0073793
Heterophorcynus microdon	VTO_9023424
Cichlasoma troschelii	VTO_0073794
Otopharynx ovatus	VTO_0073797
Otopharynx antron	VTO_0073796
Otopharynx decorus	VTO_0073799
Otopharynx tetrastigma	VTO_0073798
Cocomyidae	VTO_9023429
Moyenisauropus karaszevskii	VTO_9023428
Placidochromis minor	VTO_0073107
Incilius guanacaste	VTO_0081347
Incilius holdridgei	VTO_0081346
Incilius intermedius	VTO_0081345
Incilius gemmifer	VTO_0081344
Incilius peripatetes	VTO_0081343
Incilius epioticus	VTO_0081341
Truebella skoptes	VTO_0081340
Incilius periglenes	VTO_0081349
Incilius mccoyi	VTO_0081348
Manta ehrenbergii	VTO_0080698
Betta rubra	VTO_0074419
Betta balunga	VTO_0074418
Aetobatus guttatus	VTO_0080696
Betta renata	VTO_0074412
Betta lehi	VTO_0074411
Trygonoptera galba	VTO_0080695
Oxyaenodon dysodus	VTO_9013033
Oxyaena simpsoni	VTO_9013032
Palaeotringa	VTO_9013031
Oxyaena pardalis	VTO_9013030
Paraclinus rubicundus	VTO_0078888
Paraclinus infrons	VTO_0078889
Paraclinus altivelis	VTO_0078884
Caviramus	VTO_9013037
Paraclinus ditrichus	VTO_0078886
Paraclinus naeorhegmis	VTO_0078887
Paraclinus beebei	VTO_0078880
Paraclinus arcanus	VTO_0078881
Paraclinus stephensi	VTO_0078882
Caviramus schesaplanensis	VTO_9013036
Umbrina analis	VTO_0074115
Eudimorphodon cromptonellus	VTO_9013035
Agerinia roselli	VTO_9013034
Bohaskia monodontoides	VTO_9028749
Bohaskia	VTO_9028748
Acdestis elatus	VTO_9013248
Acdestis parvus	VTO_9013249
Shunosaurus lii	VTO_9028742
Physalaemus cuvieri	VTO_0005806
Dipilus	VTO_9013247
Peradorcas	VTO_9028747
Chelone girundica	VTO_9013241
Chelone hoffmanni	VTO_9013242
Hesperolagomys galbreathi	VTO_9028744
Neoliotomus conventus	VTO_9016096
Neoliotomus ultimus	VTO_9016097
Peramuroides tenuiscus	VTO_9015628
Ptychodus mahakalensis	VTO_9016095
Dasornis emuinus	VTO_9015629
Pseudoplohophorus francisi	VTO_9016093
Brephostoma	VTO_0077411
Lupaceradotus useviaensis	VTO_9016091
Barbouromeryx cursor	VTO_9026508
Aioliops novaeguineae	VTO_0073017
Scheenstia mantelli	VTO_9015621
Dentilepisosteus	VTO_9015623
Obaichthyidae	VTO_9015625
Glirulus miocaenicus	VTO_9025218
Aramornis	VTO_9025219
Hylodes perplicatus	VTO_0007066
Phiomiidae	VTO_9025212
Cyrnaonyx antiqua	VTO_9025213
Chinshakiangosaurus chunghoensis	VTO_9025210
Microdyromys complicatus	VTO_9025216
Gomphotherioidea	VTO_9025217
Palaeogrus	VTO_9025215
Paraliparis eastmani	VTO_0071937
Paraliparis trunovi	VTO_0071936
Paraliparis cerasinus	VTO_0071935
Paraliparis dewitti	VTO_0071934
Paraliparis calidus	VTO_0071933
Paraliparis mexicanus	VTO_0071932
Paraliparis murieli	VTO_0071931
Paraliparis orcadensis	VTO_0071930
Paraliparis porcus	VTO_0071939
Paraliparis trilobodon	VTO_0071938
Vinceria	VTO_9018371
Rabidosaurus	VTO_9018370
Wadiasaurus	VTO_9018373
Jacheleria	VTO_9018372
Nemacanthus bosnensis	VTO_9018375
Shansiodon	VTO_9018374
Acondylacanthus browni	VTO_9018377
Acondylacanthus	VTO_9018376
